customer_id,model,credit_score,income_k,region,profit_usd
C01327,Model_B,714,36.3,North,-164.59
C01328,Model_B,708,68.3,South,21.39
C01329,Model_B,681,28.6,East,297.29
C01330,Model_B,708,10,North,122.9
C01331,Model_B,611,30.9,South,10.95
C01332,Model_B,663,44.3,North,-55.83
C01333,Model_B,648,43.8,South,-30.76
C01334,Model_B,570,56.6,West,-203.1
C01335,Model_B,616,45.1,North,-28.15
C01336,Model_B,668,99.4,West,119.77
C01337,Model_B,758,81.1,West,195.86
C01338,Model_B,574,10,South,-193.48
C01339,Model_B,711,81.2,East,-28.76
C01340,Model_B,706,54.5,East,-49.95
C01341,Model_B,657,78,North,-35.31
C01342,Model_B,744,41,North,74.86
C01343,Model_B,662,85.4,East,-33.36
C01344,Model_B,595,54,East,102.8
C01345,Model_B,630,111.9,West,79.68
C01346,Model_B,612,24.4,South,-45.15
C01347,Model_B,624,18,South,-22.18
C01348,Model_B,568,63,East,212.28
C01349,Model_B,557,40.3,North,24.51
C01350,Model_B,664,14.7,East,-78.33
C01351,Model_B,593,80.1,North,290
C01352,Model_B,734,44,West,-30.83
C01353,Model_B,763,93.9,North,-93.22
C01354,Model_B,693,50.1,East,-165.29
C01355,Model_B,622,47.5,North,136.72
C01356,Model_B,652,56.9,East,-73.09
C01357,Model_B,753,10,North,-107.74
C01358,Model_B,697,69.6,South,-161.99
C01359,Model_B,755,17.4,East,-59.97
C01360,Model_B,690,98.5,East,145.3
C01361,Model_B,676,49.5,West,102.68
C01362,Model_B,580,34.8,East,48.9
C01363,Model_B,639,104.2,South,-16.51
C01364,Model_B,704,46.4,North,18.64
C01365,Model_B,735,74.9,South,170.62
C01366,Model_B,693,48.1,East,194.02
C01367,Model_B,574,10,South,69.09
C01368,Model_B,667,10,South,265.06
C01369,Model_B,620,20.8,West,77.03
C01370,Model_B,606,82.4,South,39.64
C01371,Model_B,656,84.5,North,-117.4
C01372,Model_B,628,47.7,East,134.98
C01373,Model_B,642,74.8,South,-115.24
C01374,Model_B,538,106.3,South,99.9
C01375,Model_B,576,74.8,North,192.25
C01376,Model_B,587,88,West,-2.75
C01377,Model_B,695,71,South,-69.36
C01378,Model_B,679,78.5,North,-123.05
C01379,Model_B,680,36.9,South,44.44
C01380,Model_B,687,100.5,South,169.5
C01381,Model_B,702,79,South,192.52
C01382,Model_B,627,81,West,-111.99
C01383,Model_B,622,89.6,West,-200.31
C01384,Model_B,698,55.3,North,-195.05
C01385,Model_B,694,62,North,290.66
C01386,Model_B,824,58.6,West,-206.52
C01387,Model_B,659,30.8,East,136.83
C01388,Model_B,542,68.2,West,54.42
C01389,Model_B,790,60.8,South,-34.13
C01390,Model_B,678,65.2,East,-88.04
C01391,Model_B,664,114.3,North,-30.97
C01392,Model_B,733,74.3,North,142.4
C01393,Model_B,625,42.7,North,-120.39
C01394,Model_B,656,84.4,North,101.06
C01395,Model_B,658,73.5,South,56.24
C01396,Model_B,674,32.2,South,40
C01397,Model_B,676,47.7,West,91.18
C01398,Model_B,688,75.8,East,260.41
C01399,Model_B,677,35.7,West,325.86
C01400,Model_B,771,58.7,South,-33.63
C01401,Model_B,665,20.4,South,145.09
C01402,Model_B,618,24.2,East,-29.86
C01403,Model_B,635,57.9,East,111.73
C01404,Model_B,730,39.5,South,44.63
C01405,Model_B,695,61.5,West,117.26
C01406,Model_B,698,89.2,South,255.54
C01407,Model_B,590,46.6,West,158.73
C01408,Model_B,757,47.5,East,268.45
C01409,Model_B,711,41.6,South,-9.14
C01410,Model_B,702,95.7,East,-34.1
C01411,Model_B,707,91.8,East,189.83
C01412,Model_B,695,88.1,South,81.99
C01413,Model_B,730,86.7,West,60.56
C01414,Model_B,683,92.1,West,254.06
C01415,Model_B,586,34.3,South,172.75
C01416,Model_B,702,95.5,East,67.5
C01417,Model_B,665,13,South,55.64
C01418,Model_B,674,39.5,North,420.59
C01419,Model_B,664,53.8,West,-108.45
C01420,Model_B,585,113.2,North,110.55
C01421,Model_B,578,51.6,East,224.16
C01422,Model_B,622,49,West,40.46
C01423,Model_B,612,114.3,West,-5.06
C01424,Model_B,727,88.4,East,20.54
C01425,Model_B,730,54.2,South,-46.82
C01426,Model_B,699,52.4,West,190.92
C01427,Model_B,682,89.7,South,-50.67
C01428,Model_B,686,54.2,North,126.73
C01429,Model_B,581,101,West,-186.88
C01430,Model_B,649,86.6,East,32.22
C01431,Model_B,585,115.3,South,-95.51
C01432,Model_B,688,48.2,North,-19.55
C01433,Model_B,683,12.6,West,8.4
C01434,Model_B,647,93.6,East,94.4
C01435,Model_B,765,55.6,North,-90.87
C01436,Model_B,552,41.4,West,160.49
C01437,Model_B,614,40.9,West,272.03
C01438,Model_B,758,48.3,East,251.41
C01439,Model_B,643,100.6,East,-12.39
C01440,Model_B,670,43.9,West,-141.38
C01441,Model_B,569,62.4,East,-159.2
C01442,Model_B,648,73.2,West,121.41
C01443,Model_B,676,32.3,West,193.23
C01444,Model_B,598,85.5,South,97.35
C01445,Model_B,626,79,East,141.67
C01446,Model_B,661,52.1,North,-1.94
C01447,Model_B,578,38.6,North,-45.16
C01448,Model_B,749,44,South,-138
C01449,Model_B,566,32.9,South,36.89
C01450,Model_B,518,54.8,West,215.54
C01451,Model_B,551,70.3,East,-23.54
C01452,Model_B,797,73.5,East,82.67
C01453,Model_B,621,15.9,East,-42.88
C01454,Model_B,599,83.8,West,274.37
C01455,Model_B,668,52.7,East,-131.76
C01456,Model_B,628,77.8,North,83.78
C01457,Model_B,635,73.5,West,-14.11
C01458,Model_B,601,21.1,East,27.1
C01459,Model_B,716,74.8,East,120.62
C01460,Model_B,660,16.4,South,41.79
C01461,Model_B,751,46.5,West,48.93
C01462,Model_B,690,70.4,East,183.57
C01463,Model_B,547,91,East,251.72
C01464,Model_B,733,83.3,North,244.53
C01465,Model_B,658,62.3,South,63
C01466,Model_B,728,84.7,South,6.45
C01467,Model_B,671,36.1,East,58.29
C01468,Model_B,630,53.5,North,-68.86
C01469,Model_B,602,45.6,East,-65.09
C01470,Model_B,655,85.2,East,156.25
C01471,Model_B,742,38.8,East,348.87
C01472,Model_B,652,78.8,East,415.04
C01473,Model_B,587,61.2,West,286.8
C01474,Model_B,675,65,East,220.67
C01475,Model_B,682,69.8,South,-135.15
C01476,Model_B,588,66.1,East,-72.68
C01477,Model_B,544,81.4,West,71.33
C01478,Model_B,547,96.7,East,146.49
C01479,Model_B,682,48.1,South,270.22
C01480,Model_B,677,109.9,East,-65.83
C01481,Model_B,769,110.1,South,179.34
C01482,Model_B,735,60.9,West,41.36
C01483,Model_B,602,80.4,West,-92.62
C01484,Model_B,591,48,East,163.93
C01485,Model_B,690,75.9,North,159.24
C01486,Model_B,561,31.7,West,84.31
C01487,Model_B,715,69.7,West,55.3
C01488,Model_B,635,69.7,East,276.38
C01489,Model_B,786,75,South,-37.34
C01490,Model_B,626,70.3,North,143.96
C01491,Model_B,703,47.1,West,75
C01492,Model_B,582,10,East,241.31
C01493,Model_B,657,81.1,South,65.03
C01494,Model_B,628,61.3,South,-31.09
C01495,Model_B,702,50.1,East,-9.02
C01496,Model_B,575,38,North,125.04
C01497,Model_B,611,55.6,West,-42.29
C01498,Model_B,684,80.8,South,-81.64
C01499,Model_B,650,38.9,South,-32.44
C01500,Model_B,690,66.5,West,51.2
C01501,Model_B,612,72,East,41.33
C01502,Model_B,647,34.3,South,128.34
C01503,Model_B,562,29.3,East,-22.03
C01504,Model_B,602,46.6,East,-70.02
C01505,Model_B,722,38.4,South,104.63
C01506,Model_B,605,84.4,East,-337.95
C01507,Model_B,638,90.3,North,-94.69
C01508,Model_B,647,69.5,East,98.58
C01509,Model_B,728,31.7,South,109.33
C01510,Model_B,596,42.5,North,139.15
C01511,Model_B,625,44.8,South,-49.39
C01512,Model_B,791,110.5,South,-174.98
C01513,Model_B,583,40.8,West,110.87
C01514,Model_B,704,59.5,West,165.25
C01515,Model_B,616,52.1,East,263.13
C01516,Model_B,611,27.8,North,91.22
C01517,Model_B,685,87.6,East,51.32
C01518,Model_B,694,14.3,West,75.04
C01519,Model_B,658,34.8,East,-211.58
C01520,Model_B,652,119.2,South,153.61
C01521,Model_B,686,63.5,East,63.61
C01522,Model_B,644,49.4,North,46.14
C01523,Model_B,726,110,North,-100.56
C01524,Model_B,705,63.4,North,296.51
C01525,Model_B,663,46.4,South,133.29
C01526,Model_B,731,60.8,East,176.29
C01527,Model_B,704,79.1,East,41.68
C01528,Model_B,621,69.8,East,142.8
C01529,Model_B,652,41.2,North,95.74
C01530,Model_B,682,71.8,South,-67.42
C01531,Model_B,654,62.6,North,244.4
C01532,Model_B,741,62.4,South,41.49
C01533,Model_B,626,84.4,North,-51.27
C01534,Model_B,663,64.9,East,87.83
C01535,Model_B,609,65.3,West,242.61
C01536,Model_B,789,72.9,West,-50.34
C01537,Model_B,774,46.7,East,101.23
C01538,Model_B,755,39.9,West,-121.87
C01539,Model_B,539,105.9,East,-84.28
C01540,Model_B,590,10,East,139.17
C01541,Model_B,598,10,West,-54.34
C01542,Model_B,613,27.9,South,73.27
C01543,Model_B,544,36.9,North,92.59
C01544,Model_B,673,45.7,South,360.32
C01545,Model_B,697,86.4,North,259.99
C01546,Model_B,729,62.8,South,165.8
C01547,Model_B,677,66.5,West,209.33
C01548,Model_B,710,64,North,-36.09
C01549,Model_B,618,55.3,West,-0.27
C01550,Model_B,604,65.1,West,-72.99
C01551,Model_B,653,10,South,-27.76
C01552,Model_B,629,57.3,South,96.99
C01553,Model_B,674,56.3,West,192.29
C01554,Model_B,604,65.5,West,-218.39
C01555,Model_B,587,52.4,West,-112.75
C01556,Model_B,660,65.6,North,17.58
C01557,Model_B,605,75.2,South,86.52
C01558,Model_B,646,105.2,East,30.9
C01559,Model_B,752,40.2,West,-69.77
C01560,Model_B,619,40.8,North,28.66
C01561,Model_B,648,31.1,North,174.49
C01562,Model_B,617,85.9,South,162.26
C01563,Model_B,621,22.1,North,-25.75
C01564,Model_B,681,34.6,West,-227.32
C01565,Model_B,621,30,South,164.33
C01566,Model_B,783,25.3,South,-19.05
C01567,Model_B,585,10,North,184.97
C01568,Model_B,713,64.5,North,212.65
C01569,Model_B,684,79.4,West,187.01
C01570,Model_B,671,59.2,South,253.66
C01571,Model_B,649,78.1,North,-4.27
C01572,Model_B,579,41.3,South,139.06
C01573,Model_B,529,51.9,East,-98.54
C01574,Model_B,595,58.4,North,126.42
C01575,Model_B,681,39,West,-94.43
C01576,Model_B,559,32.8,East,66.81
C01577,Model_B,606,76.3,East,-60.95
C01578,Model_B,683,16.8,East,-75.58
C01579,Model_B,670,31.2,East,36.42
C01580,Model_B,679,56.9,East,48.42
C01581,Model_B,680,63.1,North,165.04
C01582,Model_B,730,82.2,East,65.47
C01583,Model_B,634,40.7,West,53.21
C01584,Model_B,640,40.2,East,-62.67
C01585,Model_B,599,57.1,East,27.42
C01586,Model_B,589,46.3,West,189.88
C01587,Model_B,678,55.2,South,-16.86
C01588,Model_B,702,103.2,South,68.18
C01589,Model_B,609,105.4,East,95.04
C01590,Model_B,658,69.4,West,109.97
C01591,Model_B,627,17.7,East,15.92
C01592,Model_B,551,40.9,East,134.29
C01593,Model_B,716,120.2,South,109.06
C01594,Model_B,714,98.3,West,-32.35
C01595,Model_B,670,88.7,North,119.8
C01596,Model_B,606,70.1,East,-54.51
C01597,Model_B,628,35,North,94.17
C01598,Model_B,615,45.8,East,116.64
C01599,Model_B,570,39.4,West,80.97
C01600,Model_B,711,54.9,South,-4.3
C01601,Model_B,658,34.4,West,-39.16
C01602,Model_B,648,49.5,West,34.82
C01603,Model_B,583,54.5,South,161.51
C01604,Model_B,659,40,North,106.31
C01605,Model_B,749,28.4,South,115.18
C01606,Model_B,627,40.7,East,-221.85
C01607,Model_B,604,72.2,South,-128.05
C01608,Model_B,663,91.6,South,31.81
C01609,Model_B,719,67.4,North,100.5
C01610,Model_B,615,40.6,West,-86.71
C01611,Model_B,557,75.4,East,-44.11
C01612,Model_B,541,31.7,North,267.98
C01613,Model_B,580,65,East,85.05
C01614,Model_B,602,35.8,West,231.68
C01615,Model_B,640,26.8,East,186.96
C01616,Model_B,641,82.1,East,-110.86
C01617,Model_B,670,52.8,East,176.32
C01618,Model_B,737,43.2,East,41.49
C01619,Model_B,654,79.1,South,-55.02
C01620,Model_B,608,30.3,West,170.19
C01621,Model_B,674,70.3,West,-15.78
C01622,Model_B,609,105,South,79.99
C01623,Model_B,620,28.9,South,253.83
C01624,Model_B,583,39.4,North,73.38
C01625,Model_B,549,78.6,East,-81.54
C01626,Model_B,609,62.9,South,175.29
C01627,Model_B,754,48.6,East,276.07
C01628,Model_B,593,55,East,40.33
C01629,Model_B,711,27.4,West,-13.83
C01630,Model_B,614,32.3,South,-258.58
C01631,Model_B,696,44.2,West,177.28
C01632,Model_B,643,53.9,North,-1.68
C01633,Model_B,705,65.4,South,-46.13
C01634,Model_B,583,86.4,North,13
C01635,Model_B,664,67.3,West,69.02
C01636,Model_B,648,68,East,71.05
C01637,Model_B,591,62.1,North,-68.28
C01638,Model_B,669,86.7,South,130.52
C01639,Model_B,587,58.9,East,44.91
C01640,Model_B,635,57.3,South,71.91
C01641,Model_B,661,52.7,West,72.08
C01642,Model_B,685,97.9,West,152.6
C01643,Model_B,699,77.2,North,233.99
C01644,Model_B,714,39.4,South,89.59
C01645,Model_B,614,90.1,East,-56.86
C01646,Model_B,665,81.4,East,-28.25
C01647,Model_B,702,79.5,North,123.64
C01648,Model_B,617,74.1,East,-33.76
C01649,Model_B,579,41,North,93.4
C01650,Model_B,721,67,North,42.19
C01651,Model_B,762,54,North,29.53
C01652,Model_B,637,89.6,South,140.57
C01653,Model_B,755,56.8,East,102.99
C01654,Model_B,626,19.6,East,286.76
C01655,Model_B,652,86.5,East,90.82
C01656,Model_B,631,95.1,South,110.82
C01657,Model_B,637,95.3,North,-27.96
C01658,Model_B,646,90.1,North,32.65
C01659,Model_B,644,63.2,East,-430.39
C01660,Model_B,705,64.2,North,132.43
C01661,Model_B,626,53.5,West,221.19
C01662,Model_B,571,86.8,East,-99.11
C01663,Model_B,696,54.2,East,120.7
C01664,Model_B,715,72.7,West,15.16
C01665,Model_B,582,21.4,South,-162.01
C01666,Model_B,611,53.6,North,21.34
C01667,Model_B,626,82.3,West,-78.76
C01668,Model_B,701,43.3,West,196.55
C01669,Model_B,636,37.4,North,209.41
C01670,Model_B,670,123.3,West,58.13
C01671,Model_B,666,34.4,West,-10.14
C01672,Model_B,658,108.9,North,46.21
C01673,Model_B,682,82.6,East,104.1
C01674,Model_B,643,48.9,North,49.47
C01675,Model_B,603,70.8,South,-2.02
C01676,Model_B,636,52.5,East,19.05
C01677,Model_B,555,58.8,North,34.89
C01678,Model_B,793,64.2,East,326.39
C01679,Model_B,725,62.3,West,-17.27
C01680,Model_B,716,28.4,North,168.81
C01681,Model_B,605,49.2,South,-127.14
C01682,Model_B,578,17.6,South,-49.81
C01683,Model_B,564,83.2,North,280.03
C01684,Model_B,651,61.4,West,118.03
C01685,Model_B,695,56.6,East,176.4
C01686,Model_B,628,13,South,-44.16
C01687,Model_B,624,18.7,South,99.32
C01688,Model_B,606,66.9,North,6.32
C01689,Model_B,742,57.4,South,180.95
C01690,Model_B,662,44.4,West,-86.49
C01691,Model_B,675,111.4,South,70.72
C01692,Model_B,720,75.8,West,16.31
C01693,Model_B,695,82.5,East,-84.65
C01694,Model_B,658,63,East,-76.67
C01695,Model_B,713,24,West,-107.9
C01696,Model_B,668,10,West,-28.12
C01697,Model_B,630,46.4,South,-178.54
C01698,Model_B,682,51,North,48.92
C01699,Model_B,614,46.4,East,-100.54
C01700,Model_B,766,49,East,99.64
C01701,Model_B,583,84.7,East,-85.26
C01702,Model_B,743,44.4,East,114.49
C01703,Model_B,705,70.9,East,-85.18
C01704,Model_B,671,73.1,South,71.49
C01705,Model_B,659,65.4,East,-10.14
C01706,Model_B,688,77.1,East,-32.01
C01707,Model_B,677,51.6,South,-148.62
C01708,Model_B,669,48.5,East,-144.19
C01709,Model_B,745,78.1,West,-182.5
C01710,Model_B,578,53.1,East,64.41
C01711,Model_B,606,55.4,West,97.18
C01712,Model_B,625,10,North,83.91
C01713,Model_B,622,96.2,West,146.19
C01714,Model_B,694,78.5,North,79.66
C01715,Model_B,753,68.2,West,-60.73
C01716,Model_B,591,83,East,-44.5
C01717,Model_B,627,73.2,East,64.6
C01718,Model_B,655,49.2,South,78.86
C01719,Model_B,657,82.6,South,-74.12
C01720,Model_B,630,79.6,South,304.84
C01721,Model_B,839,42.4,South,71.28
C01722,Model_B,654,53.6,West,38.47
C01723,Model_B,594,101.1,North,188.03
C01724,Model_B,584,92,North,70.99
C01725,Model_B,677,22.8,South,52.59
C01726,Model_B,642,88.4,East,90.94
C01727,Model_B,650,71.4,East,27.59
C01728,Model_B,648,21.2,West,65.35
C01729,Model_B,577,81,West,16.31
C01730,Model_B,681,10,South,-111.46
C01731,Model_B,620,43.2,South,19.19
C01732,Model_B,699,87.8,North,160.27
C01733,Model_B,696,61.6,North,298.57
C01734,Model_B,666,50,West,150.02
C01735,Model_B,589,73,South,-189.39
C01736,Model_B,712,39.6,North,-23.8
C01737,Model_B,714,66.1,East,-12.79
C01738,Model_B,638,33.2,South,-105.83
C01739,Model_B,775,107.2,West,38.48
C01740,Model_B,705,27.3,North,-25.67
C01741,Model_B,715,46.9,East,-10.42
C01742,Model_B,611,78.6,West,43.92
C01743,Model_B,650,76.4,South,63.03
C01744,Model_B,696,63,East,223.68
C01745,Model_B,679,58.4,East,129.06
C01746,Model_B,611,45.7,East,-92.53
C01747,Model_B,643,61.7,East,-190.5
C01748,Model_B,727,80.6,North,158.72
C01749,Model_B,741,24.8,West,-168.82
C01750,Model_B,594,54.4,North,241.15
C01751,Model_B,718,46.7,East,132.72
C01752,Model_B,767,69.4,West,65.3
C01753,Model_B,688,37.7,North,-93.49
C01754,Model_B,633,21.4,South,6.49
C01755,Model_B,677,69.5,North,146.22
C01756,Model_B,731,29.9,East,-264.43
C01757,Model_B,645,49,North,79.13
C01758,Model_B,641,56.2,South,268.39
C01759,Model_B,633,32.2,North,111.35
C01760,Model_B,560,95.6,West,201.03
C01761,Model_B,725,90.7,East,171.27
C01762,Model_B,632,86.7,West,167.51
C01763,Model_B,638,38.7,West,-26.03
C01764,Model_B,683,62.7,South,264.77
C01765,Model_B,591,63.2,South,-6.39
C01766,Model_B,669,92,East,-148.73
C01767,Model_B,693,36.7,West,-22.07
C01768,Model_B,677,16.8,North,35.77
C01769,Model_B,641,46.1,South,63.81
C01770,Model_B,718,24.5,South,161.09
C01771,Model_B,667,84.1,East,227.64
C01772,Model_B,584,42.9,East,-17.64
C01773,Model_B,668,53.6,North,47.52
C01774,Model_B,720,64.7,East,27.49
C01775,Model_B,621,29.2,East,125.5
C01776,Model_B,686,73,West,-96.59
C01777,Model_B,568,80.6,South,-94.55
C01778,Model_B,726,59.8,East,74.84
C01779,Model_B,665,40.4,North,158.54
C01780,Model_B,645,75.6,East,-28.29
C01781,Model_B,576,12.5,East,-101.2
C01782,Model_B,683,14.2,North,122.09
C01783,Model_B,682,48.8,North,183.25
C01784,Model_B,688,91.2,North,-99.21
C01785,Model_B,641,70.2,East,24.74
C01786,Model_B,749,60.3,West,84.32
C01787,Model_B,637,74.8,South,34.9
C01788,Model_B,653,36.7,South,-121.86
C01789,Model_B,707,47.2,East,-10.34
C01790,Model_B,629,70.5,East,24.03
C01791,Model_B,636,71,West,-138.22
C01792,Model_B,693,35.5,West,232.77
C01793,Model_B,677,60,West,-62.3
C01794,Model_B,607,68,South,-66.28
C01795,Model_B,647,14.4,South,88.42
C01796,Model_B,663,65.3,North,-97.9
C01797,Model_B,666,67.7,East,244.18
C01798,Model_B,725,92,West,-99.31
C01799,Model_B,656,64.9,East,46.43
C01800,Model_B,715,68,South,-96.8
C01801,Model_B,588,36.7,North,129.62
C01802,Model_B,692,85.2,South,-164.37
C01803,Model_B,662,10.4,West,132.32
C01804,Model_B,549,73.5,East,-68.25
C01805,Model_B,656,76.6,East,14.84
C01806,Model_B,583,98.2,West,228.91
C01807,Model_B,631,48.9,South,-22.64
C01808,Model_B,681,38.6,East,131.43
C01809,Model_B,669,77.4,West,-187.89
C01810,Model_B,667,90.3,East,-77.71
C01811,Model_B,653,40.1,North,110.06
C01812,Model_B,643,58.8,West,205.94
C01813,Model_B,632,59.5,North,-93.33
C01814,Model_B,610,109.3,West,-16.75
C01815,Model_B,644,79.8,West,80.78
C01816,Model_B,645,85.8,South,24.02
C01817,Model_B,638,108.4,West,207.48
C01818,Model_B,613,66.3,North,-31.71
C01819,Model_B,733,80.9,East,85.18
C01820,Model_B,711,51.5,South,27.43
C01821,Model_B,645,72.5,South,-137.03
C01822,Model_B,576,83.2,East,-12.85
C01823,Model_B,673,89.4,West,121.33
C01824,Model_B,570,101,East,112.33
C01825,Model_B,679,27,West,-5.34
C01826,Model_B,673,72.8,East,16.3
C01827,Model_B,534,53.8,North,-6.74
C01828,Model_B,607,53,South,54.19
C01829,Model_B,614,65.2,South,-21.11
C01830,Model_B,522,36.9,East,-35.3
C01831,Model_B,646,132,South,-140.28
C01832,Model_B,752,72.1,South,86.18
C01833,Model_B,639,51.9,East,146.44
C01834,Model_B,705,71.1,South,54.38
C01835,Model_B,741,64,North,194.71
C01836,Model_B,762,71.4,East,43.92
C01837,Model_B,628,63.3,East,188.04
C01838,Model_B,699,31.1,East,56.95
C01839,Model_B,682,71.2,East,-43.6
C01840,Model_B,669,53,South,100.35
C01841,Model_B,585,66.9,East,177.06
C01842,Model_B,762,52.3,North,30.71
C01843,Model_B,706,47.9,West,112.31
C01844,Model_B,825,53.9,East,54.19
C01845,Model_B,651,63.2,North,50.4
C01846,Model_B,477,25.9,North,63.14
C01847,Model_B,685,42.8,West,-19.16
C01848,Model_B,629,71.7,North,53.62
C01849,Model_B,688,12.1,West,-276.2
C01850,Model_B,611,10,East,-20.75
C01851,Model_B,583,23.4,East,19.87
C01852,Model_B,696,70,North,171.12
C01853,Model_B,671,50.4,West,168.28
C01854,Model_B,726,68.8,West,59.72
C01855,Model_B,650,54.1,South,176.62
C01856,Model_B,641,31.8,South,-26.04
C01857,Model_B,809,104.5,North,213.14
C01858,Model_B,642,93.8,North,132.95
C01859,Model_B,538,33.4,South,216.82
C01860,Model_B,650,70.6,North,55.18
C01861,Model_B,798,10,South,11.53
C01862,Model_B,650,52.5,West,-7.2
C01863,Model_B,627,50,South,116.99
C01864,Model_B,537,56.2,North,-105.33
C01865,Model_B,649,92.3,West,235.12
C01866,Model_B,799,12.7,North,143.41
C01867,Model_B,648,51.1,West,-54.59
C01868,Model_B,624,38.2,West,-50.46
C01869,Model_B,598,81,South,-118.15
C01870,Model_B,612,67,North,-46.7
C01871,Model_B,761,69.7,East,-99.36
C01872,Model_B,622,79,West,34.78
C01873,Model_B,662,75.5,South,31.98
C01874,Model_B,512,75.2,South,-83.76
C01875,Model_B,678,51.4,East,48.84
C01876,Model_B,699,71.9,South,115.65
C01877,Model_B,729,94.9,South,19.73
C01878,Model_B,661,23.4,East,37.93
C01879,Model_B,697,73.3,North,111.68
C01880,Model_B,697,66.2,North,-10.58
C01881,Model_B,599,82.3,West,212.87
C01882,Model_B,752,53.6,East,19.66
C01883,Model_B,640,30.5,East,29.11
C01884,Model_B,624,63.7,East,-220.18
C01885,Model_B,725,14.1,South,-139.38
C01886,Model_B,653,48.3,East,241.13
C01887,Model_B,539,73.8,North,114.91
C01888,Model_B,695,94,East,205.57
C01889,Model_B,738,46.4,East,169.26
C01890,Model_B,637,54.6,West,240.17
C01891,Model_B,620,93.9,West,-29.58
C01892,Model_B,587,71.3,South,-120.02
C01893,Model_B,637,73.7,South,-81.55
C01894,Model_B,704,55.8,East,-28.37
C01895,Model_B,651,64.4,West,92.77
C01896,Model_B,596,68.9,East,-51.66
C01897,Model_B,726,94.6,North,138.7
C01898,Model_B,711,35.6,West,57.28
C01899,Model_B,688,13.9,North,41.25
C01900,Model_B,607,83.1,East,-45.64
C01901,Model_B,664,51.8,West,-102.53
C01902,Model_B,711,83,North,-92.13
C01903,Model_B,668,82,West,-61.27
C01904,Model_B,708,40.4,South,80.69
C01905,Model_B,621,78.2,South,132.3
C01906,Model_B,636,14.8,North,256.51
C01907,Model_B,720,73.2,North,-107.88
C01908,Model_B,613,60.2,North,14.29
C01909,Model_B,598,62.7,West,9.32
C01910,Model_B,648,81.4,East,82.15
C01911,Model_B,624,82,West,-188.45
C01912,Model_B,709,26.1,West,222.85
C01913,Model_B,605,70.2,West,1.66
C01914,Model_B,598,35,West,-187.51
C01915,Model_B,650,93.9,East,51.1
C01916,Model_B,679,88.6,South,-40.35
C01917,Model_B,566,35.9,West,235.78
C01918,Model_B,630,75.1,East,158.54
C01919,Model_B,563,56.5,West,87.69
C01920,Model_B,572,12.4,North,48.12
C01921,Model_B,654,94.1,West,20.57
C01922,Model_B,570,41,West,-86.69
C01923,Model_B,612,59.8,East,-227.02
C01924,Model_B,661,47.4,North,-267.38
C01925,Model_B,743,82.3,South,-197.51
C01926,Model_B,738,20.9,West,103.3
C01927,Model_B,617,46.3,North,114.26
C01928,Model_B,635,29,South,-64.34
C01929,Model_B,788,15.1,West,170.22
C01930,Model_B,652,89.7,West,176.98
C01931,Model_B,628,15.1,East,-61.82
C01932,Model_B,594,68.1,East,255.66
C01933,Model_B,701,48.8,West,149.55
C01934,Model_B,675,70.6,South,35.13
C01935,Model_B,690,40.7,West,44
C01936,Model_B,629,68.2,West,161.8
C01937,Model_B,641,96.2,West,117.07
C01938,Model_B,685,40.6,North,258.04
C01939,Model_B,699,57.9,West,150.85
C01940,Model_B,611,78.4,North,48.44
C01941,Model_B,669,59.2,North,318.83
C01942,Model_B,572,63.4,West,202.5
C01943,Model_B,644,74.6,East,115.64
C01944,Model_B,704,33.2,West,178.99
C01945,Model_B,702,36,North,259.15
C01946,Model_B,722,61.7,West,-37.22
C01947,Model_B,618,10,South,181.55
C01948,Model_B,683,102.7,North,153.13
C01949,Model_B,634,62.6,North,145.02
C01950,Model_B,641,53.2,North,45.1
C01951,Model_B,688,67.9,East,153.45
C01952,Model_B,673,53.1,East,263.02
C01953,Model_B,693,56.5,North,64.76
C01954,Model_B,722,53.9,North,182.24
C01955,Model_B,595,64.8,East,204.64
C01956,Model_B,617,60.5,South,42.38
C01957,Model_B,774,21,North,-19.91
C01958,Model_B,716,58.1,South,175.92
C01959,Model_B,691,109.3,North,1.41
C01960,Model_B,666,20,North,82.95
C01961,Model_B,658,70.2,South,43.2
C01962,Model_B,678,68.1,East,143.81
C01963,Model_B,637,51.5,West,-89.1
C01964,Model_B,609,69.7,South,119.33
C01965,Model_B,679,55.6,West,38.96
C01966,Model_B,590,32.3,West,-51.34
C01967,Model_B,683,58.1,South,136.26
C01968,Model_B,574,64.7,North,-104.95
C01969,Model_B,626,41.1,North,190.43
C01970,Model_B,628,65.1,North,98.21
C01971,Model_B,660,29.5,West,10.04
C01972,Model_B,640,26.2,East,345.2
C01973,Model_B,651,52.7,West,49.11
C01974,Model_B,628,59.9,West,39.19
C01975,Model_B,702,38.1,North,275.13
C01976,Model_B,590,27.9,East,137.77
C01977,Model_B,738,39.5,South,9.18
C01978,Model_B,611,65.5,West,40.75
C01979,Model_B,609,53.8,North,276.13
C01980,Model_B,769,83.1,South,64.81
C01981,Model_B,600,107.7,North,-138.09
C01982,Model_B,734,71.4,South,72.88
C01983,Model_B,722,23,North,20.03
C01984,Model_B,661,86.9,North,15.09
C01985,Model_B,730,44.4,East,-102.46
C01986,Model_B,726,104.9,North,59.08
C01987,Model_B,627,55.3,East,177.37
C01988,Model_B,727,82.2,East,149.77
C01989,Model_B,630,78.4,North,131.66
